0	16,32945
1	19,62816
2	21,32266
3	22,37759
4	22,83978
5	21,38592
6	16,80909
7	8,253809
8	1,558519
9	12,12095
10	16,78282
11	19,19765
12	19,78472
13	17,72536
14	16,38841
15	17,01654
16	18,34454
17	19,49645
18	8,95471
19	20,27122
20	24,66086
21	22,79206
22	30,55997
23	34,9745
24	34,85588
25	29,81467
26	18,02118
27	25,00727
28	23,20088
29	13,51389
30	14,63742
31	14,8691
32	12,34732
33	17,13586
34	23,70839
35	26,06867
36	25,17424
37	22,1669
38	20,12438
39	17,90264
40	3,133169
41	17,18752
42	22,1008
43	21,91884
44	19,63138
45	18,85541
46	17,90356
47	16,5412
48	17,4852
49	17,61778
50	17,54264
51	18,85902
52	18,96313
53	16,52572
54	11,20759
55	3,580969
56	2,1628
57	7,720339
58	10,45499
59	9,671209
60	6,674459
61	10,12671
62	14,04787
63	15,60386
64	15,89359
65	16,21156
66	16,93761
67	17,21862
68	16,3113
69	14,01464
70	11,62874
71	11,9656
72	12,70978
73	11,53341
74	9,776079
75	13,40116
76	17,85139
77	20,83434
78	22,83788
79	24,31252
80	25,41189
81	25,98946
82	25,77485
83	24,70249
84	23,97476
85	25,97325
86	29,10796
87	31,55148
88	33,13116
89	34,01336
90	34,33512
91	34,13721
92	33,35434
93	31,83374
94	29,39813
95	26,17987
96	23,95759
97	24,57695
98	25,66312
99	25,92943
100	25,45685
101	24,50715
102	23,15926
103	21,19817
104	18,15782
105	13,57642
106	10,93663
107	13,71676
108	14,90435
109	13,46421
110	11,38057
111	14,02589
112	16,81593
113	17,57539
114	16,65556
115	14,90704
116	14,15585
117	14,82295
118	14,86886
119	13,03647
120	9,666759
121	8,734579
122	8,607389
123	5,20207
124	0
125	3,794949
126	12,14182
127	17,36944
128	19,53471
129	19,17637
130	17,4913
131	17,23553
132	17,4758
133	17,24003
134	18,4002
135	18,90114
136	18,75534
137	21,03639
138	21,9628
139	18,19792
140	5,650599
141	18,82095
142	22,02857
143	23,45499
144	25,07222
145	25,36938
146	22,77773
147	14,84332
148	5,19713
149	14,47751
150	13,72492
151	13,00938
152	23,28181
153	24,94652
154	19,61978
155	30,16397
156	34,97108
157	35,03333
158	30,54898
159	22,7107
160	25,03477
161	20,97382
162	10,40074
163	19,9329
164	18,84228
165	17,44226
166	16,77699
167	17,56008
168	19,7735
169	19,53938
170	17,55837
171	13,94948
172	7,453129
173	9,04076
174	16,59064
175	20,91515
176	22,23195
177	21,5358
178	20,17879
179	18,41011
180	15,49546
180	25,49422
180,0156	25,50454
180,0312	25,50102
180,0468	25,51182
180,0625	25,51182
180,0781	25,51944
180,0937	25,52743
180,1093	25,52743
180,125	25,53579
180,1406	25,53156
180,1562	25,54454
180,1718	25,53579
180,1875	25,54908
180,2031	25,54454
180,2187	25,54908
180,2343	25,55371
180,25	25,54454
180,2656	25,55846
180,2812	25,55846
180,2968	25,55371
180,3125	25,56331
180,3281	25,55371
180,3437	25,56331
180,3593	25,55846
180,375	25,56331
180,3906	25,56331
180,4062	25,55846
180,4218	25,56331
180,4375	25,56331
180,4531	25,54908
180,4687	25,55371
180,4843	25,55371
180,5	25,54454
180,5312	25,55371
180,5625	25,54012
180,5937	25,54012
180,625	25,53579
180,6562	25,53156
180,6875	25,53156
180,7187	25,52339
180,75	25,52743
180,7812	25,51182
180,8125	25,51559
180,8437	25,50814
180,875	25,50454
180,9062	25,50814
180,9375	25,49422
180,9687	25,49758
181	25,48773
181,0294	25,49094
181,0588	25,4846
181,0882	25,47562
181,1176	25,47562
181,147	25,46457
181,1764	25,46457
181,2058	25,45449
181,2352	25,45692
181,2647	25,44529
181,2941	25,44529
181,3235	25,44312
181,3529	25,43493
181,3823	25,42746
181,4117	25,42927
181,4411	25,42229
181,4705	25,42229
181,5	25,41747
181,5294	25,41443
181,5588	25,41443
181,5882	25,40743
181,6176	25,41013
181,647	25,4036
181,6764	25,40484
181,7058	25,40118
181,7352	25,40002
181,7647	25,40238
181,7941	25,39777
181,8235	25,40118
181,8529	25,40238
181,8823	25,39777
181,9117	25,40238
181,9411	25,40118
181,9705	25,4036
182	25,40484
182,0294	25,40612
182,0588	25,40877
182,0882	25,40877
182,1176	25,41443
182,147	25,41593
182,1764	25,41747
182,2058	25,42229
182,2352	25,42229
182,2647	25,42746
182,2941	25,42746
182,3235	25,43493
182,3529	25,43893
182,3823	25,44312
182,4117	25,44529
182,4411	25,43893
182,4705	25,45692
182,5	25,45941
182,5277	25,46723
182,5555	25,46996
182,5833	25,47562
182,6111	25,47854
182,6388	25,4846
182,6666	25,48773
182,6944	25,48773
182,7222	25,49422
182,75	25,49758
182,7777	25,50102
182,8055	25,50454
182,8333	25,50814
182,8611	25,51182
182,8888	25,51559
182,9166	25,51559
182,9444	25,52339
182,9722	25,52339
183	25,52743
183,0277	25,52743
183,0555	25,52743
183,0833	25,53156
183,1111	25,53579
183,1388	25,53579
183,1666	25,53579
183,1944	25,54012
183,2222	25,53579
183,25	25,54012
183,2777	25,54454
183,3055	25,54454
183,3333	25,54454
183,3611	25,54454
183,3888	25,54454
183,4166	25,54454
183,4444	25,54908
183,4722	25,54454
183,5	25,54908
183,5277	25,54454
183,5555	25,54454
183,5833	25,54012
183,6111	25,54454
183,6388	25,54012
183,6666	25,54012
183,6944	25,54012
183,7222	25,53579
183,75	25,53579
183,7777	25,53579
183,8055	25,53579
183,8333	25,53156
183,8611	25,53156
183,8888	25,52743
183,9166	25,52743
183,9444	25,52339
183,9722	25,52339
184	25,51944
184,0263	25,51559
184,0526	25,51559
184,0789	25,51182
184,1052	25,50814
184,1315	25,50454
184,1578	25,50102
184,1842	25,49758
184,2105	25,49422
184,2368	25,49422
184,2631	25,49094
184,2894	25,48773
184,3157	25,48773
184,3421	25,47854
184,3684	25,47562
184,3947	25,47562
184,421	25,46996
184,4473	25,46723
184,4736	25,46196
184,5	25,45941
184,5263	25,45449
184,5526	25,44978
184,5789	25,44529
184,6052	25,44101
184,6315	25,43893
184,6578	25,43493
184,6842	25,42927
184,7105	25,42746
184,7368	25,42398
